C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_012.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_012.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_012.jpg,0,0,0,0.0002782059
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_082.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_082.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_082.jpg,0,0,0,5.696794E-05
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_148.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_148.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_148.jpg,0,0,0,4.785253E-05
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_218.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_218.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_218.jpg,0,0,0,9.872008E-05
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_286.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_286.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_286.jpg,0,0.1170318,0,0.05582919
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_356.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_356.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_356.jpg,0,0.2989475,0,0.1873789
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_425.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_425.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_425.jpg,0,0.5421755,0,0.6088936
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_492.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_492.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_492.jpg,0,0.7178926,0,1.028872
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_560.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_560.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_560.jpg,0,0.9588975,0,1.833921
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_630.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_630.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_630.jpg,0,1,0,2.533869
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_697.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_697.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_697.jpg,0,1,0,3.233038
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_765.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_765.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_765.jpg,0,1,0,4.1714
C:\Users\chu\OneDrive\바탕 화면\course\IMG\center_2022_06_07_10_42_06_832.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\left_2022_06_07_10_42_06_832.jpg,C:\Users\chu\OneDrive\바탕 화면\course\IMG\right_2022_06_07_10_42_06_832.jpg,0,1,0,4.871242
